# started on Thu Apr  7 02:44:22 2022

15.30,msec,task-clock,15298329,100.00,0.858,CPUs utilized
1,,context-switches,15298329,100.00,65.367,/sec
0,,cpu-migrations,15298329,100.00,0.000,/sec
235,,page-faults,15298329,100.00,15.361,K/sec
54104700,,cycles,11306464,73.88,3.537,GHz
323702,,stalled-cycles-frontend,11315965,73.94,0.60,frontend cycles idle
14616252,,stalled-cycles-backend,11304094,73.86,27.01,backend cycles idle
150810839,,instructions,14886760,97.28,2.79,insn per cycle
,,,,,0.10,stalled cycles per insn
18045142,,branches,15303729,100.00,1.180,G/sec
73855,,branch-misses,12401633,81.04,0.41,of all branches
